;original_title;budget;popularity;release_date;revenue;clear_genres
18253;À Flor do Mar;0;0.074857;1986-10-02;0.0;Drama, Romance
18254;Dacii;0;0.506846;1967-05-31;0.0;War, Drama, History
18255;The Bourne Legacy;130000000;14.89499;2012-08-08;276572938.0;Action, Thriller
18256;Je vais bien, ne t'en fais pas;0;6.189495;2006-09-06;0.0;Drama
18257;I Melt with You;0;7.587509;2011-12-09;0.0;Drama, Thriller
18258;Sherlock Holmes: A Game of Shadows;125000000;18.695329;2011-11-22;334615000.0;Adventure, Action, Crime, Mystery
18259;Life in a Day;45202;4.955542;2011-01-27;225861.0;Documentary
18260;Evidence of Blood;0;0.287605;1998-04-13;0.0;TV Movie, Drama
18261;Le Coût de la vie;0;0.604093;2003-07-30;0.0;Comedy
18262;Flamenco;0;0.107612;1995-06-16;0.0;Foreign
18263;Dirch;0;0.564046;2011-08-25;0.0;Drama
18264;Judex;0;0.457288;1916-12-16;0.0;Adventure
18265;야생동물 보호구역;0;0.725231;1997-10-25;0.0;Comedy, Crime, Drama
18266;月光の囁き;0;0.381365;1999-10-23;0.0;
18267;Coriolanus;7700000;6.914615;2011-02-14;1072602.0;Drama, Thriller
18268;Americano;0;1.616837;2011-11-30;0.0;Drama
18269;Stagecoach;0;0.631761;1966-04-21;0.0;Western
18270;Angelus;0;0.3313;2001-11-02;0.0;Drama, Comedy
18271;Sorok Pervyy;0;1.458763;1956-10-15;0.0;Drama
18272;Macon County Line;0;0.250261;1974-01-01;0.0;Drama
18273;Gitmek: Benim Marlon ve Brandom;500000;0.00659;2008-04-25;0.0;Drama
18274;Prom Night in Mississippi;0;0.737666;2009-01-15;0.0;Documentary
18275;این فیلم نیست;0;1.617378;2011-09-27;0.0;Documentary
18276;Karumen kokyo ni kaeru;0;0.476264;1951-03-21;0.0;Comedy
18277;Hors Satan;0;2.255865;2011-10-19;0.0;Drama, Foreign
18278;El Estudiante;0;0.713885;2011-09-01;0.0;Foreign, Drama
18279;Shit Year;200000;0.069073;2010-05-15;0.0;Drama
18280;Toronto Stories;0;0.310111;2008-01-01;0.0;Drama
18281;Backstage;0;0.198165;2005-11-16;0.0;Drama
18282;Better Things;0;0.839591;2008-05-17;0.0;Drama, Foreign
18283;La vie nouvelle;0;0.866735;2002-11-27;0.0;Drama
18284;De ce trag clopotele, Mitică?;0;0.273568;1981-09-26;0.0;Comedy, Drama
18285;Young Adult;12000000;6.142913;2011-12-16;22939027.0;Comedy, Drama
18286;Mr. Bones 2: Back from the Past;0;1.06374;2008-11-27;0.0;Comedy
18287;Faces in the Crowd;15000000;12.463435;2011-10-25;0.0;Thriller, Mystery, Crime, Drama
18288;New Year's Eve;56000000;6.948818;2011-12-08;142044638.0;Comedy, Romance
18289;Mission: Impossible - Ghost Protocol;145000000;14.25843;2011-12-07;694713380.0;Action, Thriller, Adventure
18290;G.I. Joe: The Revenge of Cobra;0;0.000308;1984-09-10;0.0;Family, Fantasy, Action, Science Fiction, War
18291;We Bought a Zoo;50000000;10.563152;2011-12-22;120081841.0;Drama, Comedy, Family
18292;April in Paris;0;0.293045;1952-12-24;0.0;Comedy, Music, Romance
18293;The Girl with the Dragon Tattoo;90000000;8.907829;2011-12-14;232617430.0;Thriller, Crime, Mystery, Drama
18294;The Darkest Hour;30000000;8.127392;2011-12-22;64626786.0;Horror, Action, Thriller, Science Fiction
18295;Picture Me;0;0.535931;2010-09-19;11000.0;Documentary
18296;Last Holiday;0;0.617996;1950-05-15;0.0;Comedy, Drama
18297;Alvin and the Chipmunks: Chipwrecked;75000000;8.066393;2011-12-14;342695435.0;Comedy, Fantasy, Family, Music, Animation
18298;Albert Nobbs;8000000;5.379039;2011-12-21;5634828.0;Drama
18299;Los ojos de Julia;0;5.020398;2010-10-29;12884923.0;Horror, Thriller
18300;Metrobranding;0;0.057651;2010-02-21;0.0;History, Documentary
18301;Salvation Boulevard;8000000;3.033375;2011-07-15;0.0;Comedy, Thriller, Action, Drama
18302;Friends with Kids;0;7.907571;2011-09-09;12186625.0;Comedy, Drama, Romance
18303;The Girl in the Red Velvet Swing;0;0.624335;1955-10-01;0.0;Drama, Romance
18304;Intruders;13000000;9.734012;2011-09-12;0.0;Horror, Thriller, Drama
18305;Pitfall;0;10.163157;1948-06-24;0.0;Thriller, Crime, Drama
18306;In the Land of Blood and Honey;10000000;2.772269;2011-12-23;303877.0;Drama, Romance, War
18307;Kongo;0;0.108541;1932-10-01;0.0;Horror, Drama
18308;Shockproof;0;1.088807;1949-01-25;0.0;Crime, Drama
18309;Boy Meets Girl;0;0.693366;1938-08-27;0.0;Comedy
18310;Model Shop;0;0.114096;1969-02-11;0.0;Drama, Romance
18311;Broken Lullaby;0;0.504959;1932-01-24;0.0;Drama
18312;The Toast of New York;0;0.516739;1937-07-30;0.0;Comedy, Drama
18313;Texas;0;0.775765;1941-10-09;0.0;Drama, Romance, Western
18314;Erbsen auf halb 6;0;0.842078;2004-03-04;0.0;Drama
18315;Today's Special;0;5.959911;2009-10-14;400654.0;Comedy, Romance
18316;Brutal Beauty: Tales of the Rose City Rollers;0;0.076471;2010-01-09;0.0;Documentary
18317;Fei chang wan mei;0;1.199484;2009-08-13;0.0;Comedy, Drama, Romance
18318;Reagan;0;0.190137;2011-02-07;0.0;Documentary, Foreign
18319;Santa Buddies;0;4.688709;2009-11-19;0.0;Adventure
18320;The Last Lions;0;5.37272;2011-02-11;0.0;Documentary
18321;Gli intoccabili;0;0.441622;1969-04-01;0.0;Drama, Action, Thriller, Crime, Foreign
18322;Un homme est mort;0;0.237773;1972-12-21;0.0;Crime, Thriller
18323;Private Hell 36;0;0.48487;1954-09-03;0.0;Crime, Drama, Thriller
18324;Territories;0;1.126036;2010-10-19;0.0;Thriller, Horror
18325;Girl Walks Into a Bar;1000000;9.586854;2011-03-07;0.0;Comedy
18326;レイトン教授と永遠の歌姫;0;2.493721;2009-12-01;0.0;Family, Animation
18327;Bringing Up Bobby;0;1.239118;2011-11-25;0.0;Comedy
18328;Taulukauppiaat;0;0.005936;2010-09-03;0.0;Drama
18329;Kukkulan kuningas;0;0.166984;2009-09-23;0.0;Crime, Drama
18330;The Chapman Report;0;0.568081;1962-10-05;0.0;Comedy, Drama, Romance
18331;Skyscraper Souls;0;0.349394;1932-07-16;0.0;Drama, Romance
18332;Ladies vs Ricky Bahl;0;1.236107;2011-12-09;0.0;Drama, Comedy, Music, Romance, Foreign
18333;Pariah;0;2.939603;2011-12-27;0.0;Drama
18334;A Muppet Family Christmas;0;1.176662;1987-12-16;0.0;Family, TV Movie
18335;Kung Fu Panda Holiday;0;10.749145;2010-11-26;0.0;Animation, Family
18336;Tanner Hall;0;1.426803;2009-09-14;0.0;Drama
18337;Newlyweds;9000;1.090484;2011-12-26;0.0;Comedy, Romance
18338;The Devil Inside;1000000;5.747675;2012-01-06;101758490.0;Thriller, Horror
18339;Born To Race;0;6.483418;2011-03-19;0.0;Action
18340;Roadie;0;1.475596;2011-08-20;0.0;Drama
18341;Contraband;25000000;10.595067;2012-01-12;63100000.0;Thriller, Action, Drama, Crime
18342;Chak De! India;0;4.842323;2007-08-10;19300000.0;Drama
18343;La Métamorphose des cloportes;0;0.254885;1965-10-01;0.0;Comedy, Crime
18344;Mantrap;0;0.342271;1926-07-24;0.0;Western, Comedy
18345;Ostatni prom;0;0.0;1989-03-25;0.0;
18346;گاو;0;0.406759;1969-01-01;0.0;Drama, Foreign
18347;De weg naar het zuiden;0;0.001393;1981-01-01;0.0;
18348;Local Color;0;0.070684;1977-04-19;0.0;Drama
18349;Beneath the Darkness;7300000;2.803973;2011-10-21;0.0;Thriller
18350;Being Elmo: A Puppeteer's Journey;0;6.94881;2011-10-21;286201.0;Documentary, Family
18351;Idol of the Crowds;0;0.315637;1937-09-30;0.0;Drama, Romance
18352;Joyful Noise;0;3.448826;2012-01-13;0.0;Comedy, Music
18353;Mi mejor enemigo;0;0.563469;2005-01-01;0.0;Comedy, Drama, Foreign
18354;Morrer Como Um Homem;0;0.282474;2009-10-06;0.0;Drama, Music
18355;The Sea Gull;0;0.529771;1968-12-23;0.0;Romance, Drama
18356;Dolphin Tale;37000000;6.695229;2011-09-23;95404397.0;Drama, Family
18357;Chico & Rita;0;2.099105;2010-11-19;0.0;Animation, Music, Romance
18358;The Iron Lady;13000000;7.421245;2011-12-30;114956699.0;History, Drama
18359;Happy Tears;0;0.891071;2009-10-16;0.0;Comedy, Drama
18360;The Golden Boys;8000000;0.545664;2008-12-11;0.0;Comedy, Romance
18361;Елена;0;3.523847;2011-05-21;0.0;Drama, Thriller
18363;Aurora;0;0.528701;2011-03-11;0.0;Drama
18364;Ψυχή Βαθιά;0;0.120467;2009-10-22;0.0;Drama, War
18365;La conquête;0;2.07181;2011-05-18;0.0;Comedy, Drama
18366;Mad Bastards;0;0.13518;2010-01-01;0.0;Drama, Foreign
18367;Mr. Bug Goes to Town;0;1.21616;1941-12-09;0.0;Animation, Comedy, Family
18368;En construcción;0;0.65959;2001-10-19;0.0;Documentary
18369;Divoké včely;0;0.727954;2001-11-08;0.0;Comedy, Drama
18370;The End of the Line;0;0.512026;2009-06-12;0.0;Documentary
18371;Nostalgia de la luz;0;1.529266;2010-10-27;0.0;Drama, Documentary, Foreign
18372;Dernier étage gauche gauche;0;0.227788;2010-11-15;0.0;Drama, Comedy
18373;Albatross;0;3.344002;2011-10-14;0.0;Drama
18374;Loosies;0;4.54588;2012-02-01;0.0;Comedy, Drama, Romance
18375;The Revenant;0;8.156758;2009-08-16;0.0;Comedy, Horror
18376;Młyn i krzyż;0;3.768353;2011-03-18;342519.0;Drama, History
18377;One Trick Pony;0;0.149268;1980-10-03;0.0;Drama
18378;Cat Run;25000000;7.695889;2011-04-01;0.0;Action, Comedy, Thriller
18379;Magic Christmas Tree;0;0.002323;1964-12-19;0.0;
18380;El hombre de al lado;0;0.727819;2009-11-10;0.0;Drama, Thriller, Foreign
18381;The Divide;3000000;7.406609;2011-03-13;22000.0;Horror, Science Fiction, Drama
18382;Underworld: Awakening;70000000;12.345348;2012-01-19;160112671.0;Fantasy, Action, Horror
18383;The Grey;25000000;14.31675;2012-01-26;77278331.0;Action, Drama, Thriller
18384;Man on a Ledge;42000000;10.528173;2012-01-13;46221189.0;Action, Thriller, Crime
18385;Sacrifice;10000000;0.992235;2010-12-17;0.0;Drama, Action, History, Thriller
18386;Veijarit;0;0.239316;2010-12-25;0.0;Foreign, Comedy, Drama
18387;The Pruitt-Igoe Myth;0;1.371394;2012-01-20;0.0;Documentary
18388;First Family;0;0.981525;1980-12-25;0.0;Comedy
18389;All Night Long;0;1.444562;1962-02-06;0.0;Drama, Music
18390;Gorilla at Large;0;0.680359;1954-05-01;0.0;Horror, Thriller, Mystery
18391;The Garden of Eden;0;0.160182;2008-01-01;0.0;Drama
18392;Time Without Pity;0;0.588952;1957-03-01;0.0;Mystery, Drama
18393;Descongelate!;0;0.007517;2003-09-12;0.0;Drama, Comedy
18394;White Irish Drinkers;600000;0.660746;2011-03-25;0.0;Drama, Thriller
18395;Haywire;23000000;9.574817;2011-11-06;33372606.0;Action, Thriller
18396;Case départ;0;4.075222;2011-07-05;0.0;Comedy
18397;The Las Vegas Story;0;5.43144;1952-01-30;0.0;Drama
18398;My Man and I;0;0.440826;1952-09-05;0.0;Drama
18399;Secrets;0;0.407266;1933-03-16;0.0;Drama, Western
18400;Westbound;0;1.361559;1959-04-25;0.0;Western
18401;The Don Is Dead;0;1.093557;1973-11-14;0.0;Crime, Drama
18402;Contact High;0;1.430713;2009-03-19;0.0;Comedy
18403;The Whistleblower;0;12.510849;2010-09-13;0.0;Drama, Thriller, Crime
18404;The Human Centipede 2 (Full Sequence);0;16.257143;2011-10-06;0.0;Drama, Horror, Crime
18405;Dad Savage;3500000;1.174856;1998-06-05;0.0;Crime, Thriller
18406;You and Me;0;0.517539;1938-06-03;0.0;Drama, Crime
18407;The Nazis - A Warning From History;0;0.179601;1997-09-10;0.0;Documentary
18408;禅;0;0.773499;2009-01-10;0.0;Drama, History
18409;武狀元蘇乞兒;0;2.978087;1992-12-17;0.0;Action, Comedy, Drama
18410;Einstein and Eddington;0;8.639067;2008-11-29;0.0;History, Drama
18411;Jin Yi Wei;20000000;3.511346;2010-02-04;0.0;Drama, Action, Thriller
18412;The Locals;0;0.888951;2003-10-17;0.0;Horror
18413;Buona Sera, Mrs. Campbell;0;1.103138;1968-12-16;0.0;Comedy
18414;40 Pounds of Trouble;0;0.682779;1962-01-01;0.0;
18415;My Future Boyfriend;0;1.357201;2011-04-10;0.0;Comedy
18416;恐怖份子;0;0.730328;1986-01-01;0.0;Drama
18417;به امید دیدار;0;0.298416;2011-09-07;0.0;Drama
18418;The Loneliest Planet;0;1.72815;2011-08-10;0.0;Drama
18419;Bilder der Welt und Inschrift des Krieges;0;0.453223;1989-02-21;0.0;
18420;Ha-shoter;0;0.697833;2011-07-09;0.0;Drama
18421;Xianshi Shi Guoqu De Weilai;0;0.16702;2009-03-31;0.0;Documentary
18422;Még kér a nép;0;1.712319;1972-03-09;0.0;Drama, War
18423;Regeneration;0;0.720077;1915-09-12;0.0;Romance, Crime, Drama
18424;După-amiaza unui torționar;0;0.871263;2001-09-07;0.0;Comedy, Drama
18425;Nous ne vieillirons pas ensemble;0;0.493914;1972-05-02;0.0;Drama
18426;Få meg på, for faen;3100000;11.937301;2011-08-19;0.0;Drama, Comedy
18427;Faust;0;2.341677;2011-09-08;0.0;Fantasy, Drama
18428;Post Mortem;0;0.762202;2010-07-02;0.0;Thriller, Drama, Horror
18429;Decasia;0;1.156575;2002-01-24;0.0;Documentary
18430;Viva;0;0.950301;2007-01-01;0.0;Music, Comedy, Drama
18431;Fados;0;0.153843;2007-12-31;0.0;Comedy, Foreign
18432;Go Get Some Rosemary;0;0.89682;2009-05-16;20728.0;Drama, Comedy
18433;Praise;0;0.109206;1998-09-11;0.0;Drama
18434;Stanley Kubrick's Boxes;0;0.834837;2008-07-15;0.0;Documentary
18435;Gendai yakuza: hito-kiri yota;0;0.865934;1972-05-06;0.0;Crime, Action, Thriller, Foreign
18436;إسكندرية... ليه؟;0;0.036572;1979-10-06;0.0;Drama
18437;Les Grandes manœuvres;0;0.2095;1955-10-25;0.0;Comedy, Drama, Romance
18438;Kan door huid heen;0;0.058229;2009-01-29;0.0;Drama, Foreign
18439;Morgen;0;0.141908;2010-10-01;0.0;Drama, Foreign
18440;What's Up, Scarlet?;0;0.91194;2005-05-18;0.0;Comedy, Romance
18441;Christmas Evil;750000;8.952589;1980-11-01;0.0;Drama, Horror
18442;Kolme viisasta miestä;0;0.239772;2008-11-14;0.0;Drama, Foreign
18443;Call Her Savage;0;0.384612;1932-11-27;0.0;Drama
18444;Apollo 18;5000000;10.711742;2011-07-20;25562924.0;Horror, Thriller, Science Fiction
18445;Crazy Horse;0;0.488944;2011-10-05;0.0;Documentary, Foreign
18446;Seeking Justice;17000000;10.250997;2011-09-02;12355798.0;Action, Drama, Thriller
18447;The Sound and the Fury;0;0.597439;1959-03-27;0.0;Drama
18448;La Pointe-Courte;0;0.478364;1955-05-13;0.0;Romance, Drama
18449;Hostel: Part III;6000000;7.130411;2011-12-27;0.0;Horror
18450;Wyvern;0;1.486371;2009-01-31;0.0;Drama, Fantasy, Science Fiction
18451;涼宮ハルヒの消失;0;4.655416;2010-02-05;0.0;Animation, Comedy, Mystery, Romance, Science Fiction, Drama
18452;The Poseidon Adventure;0;1.900707;2005-11-20;0.0;Adventure, Drama, Thriller, Action
18453;তিতাস একটি নদীর নাম;0;0.003013;1973-04-26;0.0;Family, Drama
18454;I Vinti;0;0.152969;1953-09-04;0.0;Drama, Action, Crime
18455;The Blue Bird;0;0.113705;1918-03-31;0.0;Drama, Fantasy
18456;Red Tails;58000000;7.145835;2012-01-19;50365377.0;Drama, Action, Adventure, History, War
18457;In Darkness;0;3.305712;2011-09-02;5576725.0;Drama, War
18458;鍵;0;0.849613;1959-06-23;0.0;Drama
18459;金陵十三釵;94000000;6.587711;2011-12-15;95311434.0;Drama, History, War
18460;Entuziazm (Simfoniya Donbassa);0;0.693172;1931-04-02;0.0;Documentary
18461;The Scenesters;0;0.075993;2009-08-31;0.0;Comedy, Thriller, Crime, Mystery
18462;Thunder Soul;0;0.779376;2010-03-13;0.0;Documentary, Music
18463;La monja;0;1.163546;2005-11-03;0.0;Horror, Mystery
18464;Vlad;0;0.849703;2003-05-16;0.0;Thriller, Horror, Science Fiction
18465;Intouchables;13000000;16.086919;2011-11-02;426480871.0;Drama, Comedy
18466;La guerre est déclarée;0;4.766939;2011-05-10;0.0;Drama
18467;One for the Money;40000000;6.322435;2012-01-26;36893721.0;Action, Comedy, Crime
18468;The Incredible Petrified World;0;0.329719;1957-01-01;0.0;Adventure, Science Fiction
18469;Queen of the Amazons;0;0.415906;1947-01-15;0.0;Adventure
18470;Becoming Chaz;0;0.082658;2011-01-20;0.0;Documentary
18471;Countdown to Looking Glass;0;0.04179;1984-10-14;0.0;Drama
18472;W.E.;15000000;4.974482;2011-09-01;868439.0;Drama, Romance
18473;The Innkeepers;750000;8.560726;2011-12-01;78396.0;Horror, Thriller
18474;Varasto;0;0.469543;2011-12-30;0.0;
18475;Nancy Goes to Rio;0;0.135257;1950-03-10;0.0;Music, Comedy
18476;Dog Tags;0;1.429466;2008-01-01;0.0;Drama
18477;Big Miracle;40000000;6.159379;2012-02-02;24719215.0;Adventure, Drama, Romance
18478;Collision Earth;0;1.135123;2011-03-24;0.0;Action, Science Fiction, TV Movie
18479;The Great Bank Hoax;0;0.818005;1978-11-01;0.0;Comedy
18480;長靴をはいた猫;0;0.961031;1969-03-18;0.0;Family, Action, Adventure, Comedy, Animation
18481;Reel Injun;0;0.673138;2009-09-10;0.0;Documentary
18482;A Man Called Sledge;0;1.360791;1970-11-14;0.0;Western
18483;Cameraman: The Life and Work of Jack Cardiff;0;0.887268;2010-05-05;0.0;Documentary
18484;Ёлки;5000000;2.025505;2010-12-12;22772019.0;Comedy
18485;Ёлки 2;0;0.85273;2011-12-15;0.0;Comedy
18486;This Time Around;0;0.941683;2003-06-22;0.0;Comedy, Romance
18487;Enid;0;0.660874;2009-11-16;0.0;Drama
18488;Jenny;0;0.160888;1936-09-18;0.0;Comedy, Drama
18489;愛怨峡;0;0.002736;1937-06-17;0.0;
18490;State Fair;0;0.246824;1933-02-10;0.0;Comedy, Drama, Romance
18491;Grave Encounters;1000000;5.324419;2011-09-09;0.0;Thriller, Horror
18492;狄仁傑之通天帝國;13000000;7.17548;2010-09-18;51723285.0;Action, Adventure, Drama, Mystery
18493;Hurry Sundown;0;1.185971;1967-02-09;0.0;Drama
18494;Alpha Kappa Omega Batch '81;0;0.409704;1982-11-18;0.0;Drama, Thriller
18495;Odinnadtsatyy;0;0.154625;1928-05-14;0.0;Documentary
18496;Ikuisesti sinun;0;0.04353;2011-11-11;0.0;
18497;Kariera Nikosia Dyzmy;0;1.170163;2002-03-15;0.0;Comedy, Foreign
18498;E=mc²;0;0.561068;2002-08-23;0.0;Action, Comedy
18499;Chronicle;15000000;12.47441;2012-02-01;145000000.0;Science Fiction, Drama, Thriller
18500;The Woman in Black;17000000;8.896679;2012-02-01;127730736.0;Drama, Horror, Thriller
18501;Dottie Gets Spanked;0;0.585939;1993-09-17;0.0;Comedy, Drama
18502;Rubbeldiekatz;0;3.265632;2011-12-15;0.0;Comedy
18503;Tanczacy jastrzab;0;4e-06;1978-01-20;0.0;
18504;Toast;0;4.456701;2010-12-30;0.0;Drama, Comedy, History, Family
18505;The Art of Getting By;0;5.24456;2011-06-17;1406224.0;Drama, Romance
18506;Shlichuto Shel Hamemune Al Mashabei Enosh;0;0.631271;2011-03-04;0.0;Comedy, Drama
18507;Il cappotto;0;0.609615;1952-10-03;0.0;
18508;Bucky Larson: Born to Be a Star;10000000;3.640776;2011-09-09;0.0;Comedy
18509;Le Moine;11000000;8.888718;2011-07-12;807535.0;Thriller
18510;Can Mr. Smith Get to Washington Anymore?;0;0.056741;2006-06-16;0.0;Documentary
18511;A Doll's House;0;1.180514;1973-05-22;0.0;Comedy, Drama
18512;The Canyon;0;2.179154;2009-10-23;0.0;Thriller
18513;Cass Timberlane;0;0.19886;1947-11-06;0.0;Drama, Romance
18514;All Watched Over by Machines of Loving Grace;0;0.636167;2011-06-06;0.0;Documentary
18515;Yes: 9012 live;0;0.100013;1985-11-07;0.0;Music
18516;Kisses For My President;0;0.63124;1964-08-21;0.0;Comedy
18517;Third Star;0;2.380795;2010-06-01;0.0;Drama
18518;Living Proof;0;1.202831;2008-10-18;0.0;Drama
18519;Barbie in the Nutcracker;0;6.879235;2001-09-30;0.0;Animation, Family
18520;Dylan Moran: Monster;0;0.786409;2004-11-15;0.0;Comedy
18521;Dylan Moran: Like, Totally...;0;0.688381;2006-11-13;0.0;Comedy
18522;Dylan Moran: What It Is;0;0.695655;2009-11-23;0.0;Comedy
18523;Dylan Moran: Yeah, Yeah;0;0.881995;2011-11-14;0.0;Comedy
18524;Safe House;85000000;8.338675;2012-02-09;208076205.0;Action, Thriller
18525;The Vow;30000000;9.524298;2012-02-05;196114570.0;Drama, Romance
18526;Swamp Shark;0;6.218698;2011-06-25;0.0;TV Movie, Horror, Thriller
18527;Moon of the Wolf;0;0.607379;1972-09-26;0.0;Horror, Mystery, Thriller
18528;She Gods of Shark Reef;0;0.222564;1958-08-01;0.0;Action, Thriller
18529;Kingu Kongu no Gyakushū;0;1.324961;1967-07-22;0.0;Action, Fantasy, Horror, Science Fiction
18530;The Chocolate Soldier;0;0.00118;1941-11-01;0.0;Music
18531;Frisco Jenny;0;0.411674;1932-12-30;0.0;Drama
18532;My Boy Jack;0;1.389902;2007-11-11;0.0;Drama, History
18533;Louis C.K.: Live at the Beacon Theater;250000;4.297654;2011-12-10;1000000.0;Comedy
18534;Special Bulletin;0;0.143994;1983-03-20;0.0;TV Movie, Drama
18535;La chispa de la vida;0;1.293108;2011-11-30;0.0;Drama, Comedy
18536;The Black Power Mixtape 1967-1975;0;0.385288;2011-09-09;0.0;Documentary
18537;The Girl from Jones Beach;0;0.084012;1949-07-16;0.0;Comedy
18538;Holding Trevor;0;1.632609;2007-06-16;0.0;Drama
18539;砂の器;0;0.586331;1974-10-19;0.0;Drama, Thriller, Mystery, Foreign
18540;At Home by Myself... with You;0;0.00482;2009-10-06;0.0;Comedy
18541;Otoshiana;0;1.209985;1962-07-01;0.0;Fantasy, Drama, Crime, Science Fiction, Foreign
18542;Casual Relations;0;0.0;1974-03-22;0.0;Drama
18543;Pont de Varsòvia;0;0.005645;1989-01-01;0.0;
18544;Monsieur Lazhar;0;8.811218;2011-09-10;6581915.0;Drama, Comedy
18545;Tin Pan Alley;0;0.107838;1940-11-29;0.0;Drama, Romance
18546;BookWars;0;0.001293;2000-03-11;0.0;Documentary
18547;Кино-Глаз на первой разведке.;0;0.150588;1924-10-31;0.0;Documentary
18548;沈黙 SILENCE;0;0.017861;1971-11-13;0.0;Drama, History
18549;For a Good Time, Call...;850000;10.378756;2012-08-31;1243961.0;Comedy
18550;La constellation Jodorowsky;0;0.306716;1994-01-01;0.0;Documentary
18551;Casey Jones;20000;0.572324;2011-09-18;0.0;Action, Adventure
18552;Janie Jones;0;1.363957;2010-09-17;0.0;Drama, Music
18553;Thirteen Women;0;0.519567;1932-09-16;0.0;Drama, Mystery
18554;Journey 2: The Mysterious Island;79000000;9.46307;2012-01-19;355692760.0;Adventure, Action, Science Fiction
18555;Stella Does Tricks;0;0.81627;1997-11-06;0.0;Drama
18556;Valerie;0;0.563695;2007-04-26;0.0;Comedy, Foreign
18557;Pojat;0;0.804532;1962-11-30;0.0;Drama, War
18558;Hoodoo Ann;0;0.189059;1916-03-26;0.0;
18559;Perfect Sense;0;11.047948;2011-01-24;908000.0;Drama, Science Fiction, Romance
18560;The Shrine;0;16.544322;2010-10-14;0.0;Horror
18561;Hamosad Hasagur;0;0.148466;2007-01-01;0.0;Action, Comedy
18562;Johnny Cash at Folsom Prison;717000;0.007134;2008-10-18;0.0;Music
18563;Fake;0;1.243187;2010-06-09;0.0;Thriller, Crime, Mystery
18564;Forest of Bliss;0;0.004351;1986-01-01;0.0;
18565;El artista;0;0.123867;2008-10-28;0.0;
18566;Tim and Eric's Billion Dollar Movie;0;1.870115;2012-03-02;0.0;Comedy
18567;La perla;0;0.720646;1947-01-01;0.0;Adventure, Drama, Romance
18568;Kuningasjätkä;0;0.75045;1998-02-09;0.0;
18569;Rölli ja Metsänhenki;2200000;0.540947;2001-12-21;0.0;Family
18570;Beautiful Kate;4300000;3.124151;2009-06-13;0.0;Mystery, Drama
18571;Шапито-шоу;2000000;0.74156;2011-12-12;393816.0;Comedy
18573;Sommer der Gaukler;0;0.154501;2011-12-22;0.0;
18574;Kokowääh;5650000;5.24461;2011-02-02;43000000.0;Comedy
18575;Hearts of the West;0;0.001655;1975-10-08;0.0;Comedy, Western
18576;When Love Is Not Enough: The Lois Wilson Story;0;1.25742;2010-04-25;0.0;Drama
18577;Monstrosity;0;0.404998;1963-09-01;0.0;Horror, Science Fiction
18578;Pussikaljaelokuva;0;0.229656;2011-09-02;0.0;
18579;The City Dark;0;0.171364;2012-01-20;0.0;Documentary
18580;Oka!;0;0.509306;2011-10-14;0.0;Drama
18581;Bombay Beach;0;0.274196;2011-10-14;0.0;Documentary, Drama
18582;Rusalochka;0;0.206356;1976-12-17;0.0;Family, Fantasy
18583;十月圍城;23000000;10.861339;2009-12-18;5837674.0;Drama, Action, History
18584;白蛇传说;0;7.661339;2011-09-27;0.0;Action, Fantasy
18585;龍門飛甲;35000000;18.147447;2011-12-15;0.0;Adventure, Action
18586;Smokin' Aces 2: Assassins' Ball;8000000;6.102148;2010-01-19;0.0;Action, Comedy, Crime, Thriller
18587;Knuckle;0;1.213981;2011-12-09;0.0;Documentary, Foreign
18588;Oorlogswinter;4000000;3.92107;2008-11-17;530048.0;Drama, History, War
18589;The Three Musketeers;0;0.131404;1939-02-17;0.0;Adventure, Action, Comedy
18590;Untamed Youth;0;0.178728;1957-05-10;0.0;Drama
18591;God's Gift To Women;0;0.00211;1931-04-13;0.0;Comedy, Romance
18592;Risto Räppääjä ja polkupyörävaras;1700000;0.348962;2010-02-11;0.0;Comedy, Family, Music, Foreign
18593;The Truth About Love;0;1.687672;2005-04-21;0.0;Romance, Comedy
18594;Planes Para Mañana;0;0.051972;2010-11-18;0.0;Drama
18595;Born to Be Bad;0;0.349978;1934-05-18;0.0;Romance, Drama
18596;Así es la vida...;0;0.785386;2000-09-14;0.0;Drama, Foreign
18597;Det hemmelighedsfulde X;0;0.433975;1914-03-23;0.0;Mystery, Drama
18598;Le 7ème juré;0;0.795963;2008-05-16;0.0;Crime, Drama
18599;Metallica: A Year and a Half in the Life Of...;0;0.074941;1992-08-12;0.0;Documentary, Music
18600;Balkanski špijun;0;0.355784;1984-02-23;0.0;Drama, Comedy
18601;We Were Here;0;1.235847;2011-09-09;0.0;Documentary
18602;Hot Summer Week;0;0.12986;1972-06-21;0.0;Horror
18603;Happy end;0;1.663297;1967-09-01;0.0;Comedy
18604;New York in the 50's;0;0.001262;2001-02-09;0.0;
18605;The Hunter;0;10.265386;2011-10-06;176669.0;Drama, Thriller, Adventure
18606;The Dead;0;3.298062;2010-08-30;0.0;Horror, Action, Thriller, Science Fiction
18607;The Love Trap;0;0.003304;1929-08-04;0.0;Comedy, Romance
18608;Kaleidoscope;0;0.653037;1966-09-22;0.0;Comedy, Crime
18609;Ghost Rider: Spirit of Vengeance;57000000;9.421301;2011-12-10;149217355.0;Action, Fantasy, Thriller
18610;Un monstre à Paris;25000000;7.093805;2011-10-12;0.0;Adventure, Animation, Comedy, Family, Fantasy
18611;The Souler Opposite;0;0.018795;1998-10-04;0.0;
